time,altitude,apoapsis,periapsis,speed,pitch,throttle,mass,dynamic_pressure,I_ud,F_thrust,v_h,a_h,m_start,m_final,is_MVD
168.69,71629.79,73851.52,-453096.57,1187.81,0.5394287109375,1.0,25348.85,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
169.21,71706.68,73868.04,-451010.5,1195.23,0.5401611328125,1.0,25281.0,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
169.73,71782.26,73884.38,-448895.74,1202.68,0.540740966796875,1.0,25213.15,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
170.24,71853.71,73899.89,-446834.77,1209.88,0.541412353515625,1.0,25147.91,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
170.74,71923.97,73915.23,-444746.37,1217.11,0.542510986328125,1.0,25082.67,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
171.25,71995.78,73931.0,-442544.83,1224.66,0.543731689453125,1.0,25014.82,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
171.77,72066.32,73946.57,-440312.58,1232.25,0.544586181640625,1.0,24946.97,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
172.28,72132.95,73961.35,-438136.73,1239.58,0.545013427734375,1.0,24881.73,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
172.79,72198.42,73975.94,-435931.51,1246.95,0.5455322265625,1.0,24816.49,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
173.29,72265.29,73990.94,-433606.37,1254.64,0.546478271484375,1.0,24748.64,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
173.81,72328.43,74005.18,-431339.65,1262.07,0.547515869140625,1.0,24683.4,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
174.31,72392.89,74019.8,-428949.42,1269.82,0.548614501953125,1.0,24615.55,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
174.83,72453.73,74033.67,-426619.01,1277.32,0.54925537109375,1.0,24550.31,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
175.33,72515.82,74047.91,-424161.37,1285.14,0.549652099609375,1.0,24482.46,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
175.85,72576.72,74061.96,-421668.42,1293.0,0.550323486328125,1.0,24414.61,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
176.37,72636.43,74075.81,-419139.52,1300.89,0.551300048828125,1.0,24346.77,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
176.89,72694.96,74089.47,-416573.99,1308.82,0.55230712890625,1.0,24278.91,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
177.41,72752.33,74102.94,-413971.15,1316.78,0.553192138671875,1.0,24211.07,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
177.93,72808.53,74116.21,-411330.29,1324.78,0.5537109375,1.0,24143.22,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
178.45,72863.61,74129.29,-408650.7,1332.8,0.554290771484375,1.0,24075.37,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
178.97,72917.53,74142.17,-405931.64,1340.86,0.555145263671875,1.0,24007.52,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
179.48,72968.33,74154.38,-403279.22,1348.65,0.55621337890625,1.0,23942.28,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
179.99,73018.1,74166.43,-400588.9,1356.46,0.557220458984375,1.0,23877.04,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
180.49,73068.79,74178.78,-397750.02,1364.62,0.55780029296875,1.0,23809.19,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
181.0,73116.5,74190.47,-394980.18,1372.49,0.55816650390625,1.0,23743.95,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
181.51,73163.21,74201.99,-392170.24,1380.4,0.558807373046875,1.0,23678.71,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
182.02,73210.74,74213.79,-389204.53,1388.65,0.559814453125,1.0,23610.86,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
182.53,73257.2,74225.41,-386193.73,1396.94,0.5606689453125,1.0,23543.01,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
183.04,73300.9,74236.41,-383255.35,1404.94,0.561370849609375,1.0,23477.77,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
183.55,73345.32,74247.66,-380153.43,1413.29,0.562042236328125,1.0,23409.92,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
184.07,73388.72,74258.74,-377003.64,1421.67,0.562774658203125,1.0,23342.07,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
184.59,73431.1,74269.63,-373805.01,1430.09,0.56378173828125,1.0,23274.22,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
185.11,73472.48,74280.35,-370556.53,1438.54,0.564544677734375,1.0,23206.37,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
185.63,73512.87,74290.89,-367257.13,1447.02,0.5650634765625,1.0,23138.52,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
186.15,73552.29,74301.25,-363905.77,1455.54,0.565521240234375,1.0,23070.67,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
186.67,73590.73,74311.43,-360501.32,1464.09,0.56622314453125,1.0,23002.82,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
187.19,73628.22,74321.44,-357042.66,1472.67,0.567291259765625,1.0,22934.97,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
187.71,73664.76,74331.28,-353528.63,1481.28,0.56817626953125,1.0,22867.12,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
188.23,73700.37,74340.95,-349958.02,1489.93,0.56854248046875,1.0,22799.27,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
188.75,73735.06,74350.45,-346329.59,1498.6,0.569061279296875,1.0,22731.42,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
189.27,73768.85,74359.78,-342642.07,1507.32,0.570037841796875,1.0,22663.57,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
189.79,73801.73,74368.95,-338894.15,1516.06,0.571014404296875,1.0,22595.72,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
190.31,73833.74,74377.95,-335084.47,1524.84,0.57177734375,1.0,22527.88,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
190.83,73864.88,74386.79,-331211.66,1533.64,0.572265625,1.0,22460.03,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
191.35,73895.16,74395.47,-327274.26,1542.49,0.57281494140625,1.0,22392.18,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
191.87,73924.59,74403.99,-323270.81,1551.36,0.573883056640625,1.0,22324.33,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
192.39,73953.19,74412.36,-319199.77,1560.27,0.57476806640625,1.0,22256.48,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
192.91,73980.98,74420.57,-315059.58,1569.21,0.57525634765625,1.0,22188.63,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
193.43,74007.95,74428.63,-310848.62,1578.18,0.575714111328125,1.0,22120.78,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
193.95,74033.13,74436.23,-306731.31,1586.84,0.576324462890625,1.0,22055.54,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
194.45,74058.55,74443.99,-302376.61,1595.88,0.57733154296875,1.0,21987.69,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
194.96,74082.28,74451.33,-298117.84,1604.6,0.578033447265625,1.0,21922.45,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
195.47,74106.23,74458.82,-293612.53,1613.7,0.57855224609375,1.0,21854.6,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
195.99,74129.43,74466.17,-289027.67,1622.83,0.579193115234375,1.0,21786.75,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
196.51,74151.91,74473.39,-284361.29,1632.0,0.580230712890625,1.0,21718.9,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
197.03,74173.67,74480.48,-279611.38,1641.2,0.5810546875,1.0,21651.05,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
197.55,74194.74,74487.45,-274775.83,1650.44,0.58135986328125,1.0,21583.2,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
198.07,74215.12,74494.28,-269852.48,1659.7,0.581756591796875,1.0,21515.35,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
198.59,74234.83,74500.99,-264839.1,1669.0,0.58245849609375,1.0,21447.5,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
199.11,74253.88,74507.59,-259733.37,1678.34,0.583404541015625,1.0,21379.65,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
199.63,74272.3,74514.07,-254532.89,1687.71,0.584075927734375,1.0,21311.8,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
200.15,74290.08,74520.44,-249235.18,1697.11,0.584503173828125,1.0,21243.95,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
200.67,74307.25,74526.71,-243837.68,1706.54,0.585205078125,1.0,21176.11,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
201.19,74323.82,74532.88,-238337.73,1716.01,0.58612060546875,1.0,21108.26,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
201.71,74339.81,74538.95,-232732.57,1725.51,0.586883544921875,1.0,21040.41,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
202.23,74355.23,74544.94,-227019.34,1735.05,0.5872802734375,1.0,20972.56,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
202.75,74370.1,74550.84,-221195.08,1744.62,0.588104248046875,1.0,20904.71,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
203.27,74383.34,74556.22,-215717.65,1753.48,0.589080810546875,1.0,20842.08,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
203.78,74397.7,74562.2,-209436.22,1763.49,0.58966064453125,1.0,20771.62,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
204.28,74410.52,74567.68,-203504.34,1772.79,0.589813232421875,1.0,20706.38,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
204.79,74423.36,74573.33,-197213.78,1782.5,0.59027099609375,1.0,20638.53,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
205.31,74435.73,74578.93,-190795.91,1792.23,0.591278076171875,1.0,20570.68,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
205.83,74447.63,74584.49,-184247.06,1802.01,0.59210205078125,1.0,20502.83,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
206.35,74459.09,74590.04,-177563.39,1811.82,0.59246826171875,1.0,20434.98,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
206.87,74470.11,74595.57,-170740.92,1821.66,0.593017578125,1.0,20367.13,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
207.39,74480.73,74601.1,-163775.5,1831.54,0.594024658203125,1.0,20299.28,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
207.91,74490.94,74606.65,-156662.82,1841.45,0.59478759765625,1.0,20231.43,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
208.43,74500.78,74612.24,-149398.41,1851.4,0.595123291015625,1.0,20163.58,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
208.95,74509.88,74617.66,-142265.96,1861.0,0.595611572265625,1.0,20098.34,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
209.46,74519.01,74623.38,-134690.17,1871.02,0.59649658203125,1.0,20030.49,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
209.97,74527.48,74628.98,-127249.17,1880.69,0.59710693359375,1.0,19965.25,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
210.47,74535.99,74634.95,-119342.56,1890.78,0.597320556640625,1.0,19897.4,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
210.99,74544.19,74641.1,-111259.3,1900.9,0.59796142578125,1.0,19829.55,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
211.51,74552.11,74647.47,-102993.67,1911.06,0.599090576171875,1.0,19761.7,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
212.03,74559.77,74654.14,-94539.75,1921.26,0.59979248046875,1.0,19693.85,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
212.55,74567.19,74661.17,-85891.3,1931.49,0.600128173828125,1.0,19626.01,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
213.08,74574.38,74668.65,-77041.89,1941.76,0.600616455078125,1.0,19558.15,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
213.59,74581.34,74676.7,-67984.76,1952.07,0.60137939453125,1.0,19490.3,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
214.11,74588.12,74685.5,-58712.92,1962.41,0.60198974609375,1.0,19422.46,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
214.63,74594.74,74695.25,-49219.07,1972.79,0.60247802734375,1.0,19354.61,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
215.15,74601.19,74706.25,-39495.66,1983.21,0.6031494140625,1.0,19286.76,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
215.67,74607.51,74718.93,-29534.89,1993.67,0.60382080078125,1.0,19218.91,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
216.19,74613.71,74733.93,-19328.76,2004.16,0.604339599609375,1.0,19151.06,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
216.71,74619.8,74752.22,-8869.21,2014.69,0.60491943359375,1.0,19083.21,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
217.24,74625.82,74775.43,1851.65,2025.26,0.605712890625,1.0,19015.36,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
217.75,74631.78,74806.4,12840.92,2035.87,0.606292724609375,1.0,18947.51,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
218.26,74637.46,74848.63,23665.28,2046.1,0.606597900390625,1.0,18882.27,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
218.77,74643.13,74913.89,34741.42,2056.37,0.607025146484375,1.0,18817.03,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
219.27,74649.01,75037.02,46507.91,2067.1,0.607879638671875,1.0,18749.18,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
219.78,74654.69,75319.69,57959.64,2077.44,0.608612060546875,1.0,18683.94,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
220.29,74660.62,76706.79,69102.84,2088.24,0.609100341796875,1.0,18616.09,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
220.81,74666.6,85139.38,73546.79,2099.07,0.609619140625,1.0,18548.24,0.0,303.23,388000.0,0.0,0.0,85954.93,,0
220.83,74666.6,85139.38,73546.79,2099.07,0.609619140625,1.0,18548.24,0.0,303.23,388000.0,0.0,0.0,85954.93,18548.24,1
