time,altitude,apoapsis,periapsis,speed,pitch,throttle,mass,dynamic_pressure,I_ud,F_thrust,v_h,a_h,m_start,m_final,is_MVD
39.01,7588.55,15703.32,-597249.8,393.09,77.5194091796875,1.0,63795.51,32604.26,297.59,1658172.38,0.0,0.0,85954.93,,0
39.12,7635.4,15805.44,-597232.04,394.43,77.44204711914062,1.0,63727.33,32607.23,297.63,1658381.88,0.0,0.0,85954.93,,0
39.24,7674.56,15890.94,-597217.15,395.56,77.38128662109375,1.0,63670.51,32608.78,297.66,1658555.88,0.0,0.0,85954.93,,0
39.34,7721.69,15994.04,-597199.22,396.92,77.3099365234375,1.0,63602.32,32609.55,297.69,1658763.88,0.0,0.0,85954.93,,0
39.46,7768.98,16097.68,-597181.29,398.28,77.23269653320312,1.0,63534.14,32609.09,297.73,1658971.25,0.0,0.0,85954.93,,0
39.57,7808.5,16184.42,-597166.29,399.42,77.15335083007812,1.0,63477.32,32607.64,297.76,1659143.62,0.0,0.0,85954.93,,0
39.68,7856.06,16288.91,-597148.09,400.78,77.04116821289062,1.0,63409.14,32604.47,297.8,1659349.62,0.0,0.0,85954.93,,0
39.8,7903.78,16393.77,-597129.55,402.15,76.91534423828125,1.0,63340.96,32599.59,297.84,1659555.0,0.0,0.0,85954.93,,0
39.91,7951.66,16498.93,-597110.62,403.52,76.78329467773438,1.0,63272.77,32592.86,297.87,1659759.62,0.0,0.0,85954.93,,0
40.04,7999.68,16604.41,-597091.28,404.89,76.6529541015625,1.0,63204.59,32584.25,297.91,1659963.62,0.0,0.0,85954.93,,0
40.16,8047.86,16710.2,-597071.55,406.27,76.53115844726562,1.0,63136.41,32573.83,297.95,1660166.88,0.0,0.0,85954.93,,0
40.3,8104.27,16834.11,-597048.12,407.87,76.40628051757812,1.0,63056.86,32559.57,297.99,1660402.88,0.0,0.0,85954.93,,0
40.43,8152.78,16940.81,-597027.75,409.25,76.31524658203125,1.0,62988.68,32545.75,298.02,1660604.62,0.0,0.0,85954.93,,0
40.56,8201.44,17048.03,-597007.13,410.63,76.241455078125,1.0,62920.5,32530.68,298.06,1660805.38,0.0,0.0,85954.93,,0
40.68,8258.41,17173.92,-596982.97,412.25,76.1800537109375,1.0,62840.95,32511.81,298.1,1661038.88,0.0,0.0,85954.93,,0
40.82,8315.6,17300.79,-596958.84,413.89,76.12750244140625,1.0,62761.4,32491.78,298.14,1661271.25,0.0,0.0,85954.93,,0
40.96,8372.99,17428.65,-596934.8,415.53,76.06845092773438,1.0,62681.86,32470.54,298.19,1661502.62,0.0,0.0,85954.93,,0
41.09,8422.36,17539.0,-596914.23,416.95,75.9993896484375,1.0,62613.67,32451.19,298.22,1661700.12,0.0,0.0,85954.93,,0
41.22,8480.15,17668.48,-596890.14,418.61,75.88427734375,1.0,62534.13,32426.88,298.26,1661929.75,0.0,0.0,85954.93,,0
41.36,8538.16,17798.57,-596865.68,420.27,75.7296142578125,1.0,62454.58,32400.28,298.3,1662158.25,0.0,0.0,85954.93,,0
41.49,8588.05,17910.41,-596844.23,421.69,75.57302856445312,1.0,62386.4,32375.29,298.34,1662353.38,0.0,0.0,85954.93,,0
41.62,8646.46,18041.16,-596818.5,423.36,75.37539672851562,1.0,62306.85,32343.36,298.38,1662580.0,0.0,0.0,85954.93,,0
41.76,8705.08,18172.15,-596791.86,425.02,75.18084716796875,1.0,62227.3,32308.33,298.42,1662805.62,0.0,0.0,85954.93,,0
41.89,8763.91,18303.43,-596764.29,426.68,75.022705078125,1.0,62147.76,32270.46,298.46,1663030.25,0.0,0.0,85954.93,,0
42.03,8814.51,18416.42,-596740.26,428.11,74.93121337890625,1.0,62079.57,32236.21,298.49,1663221.88,0.0,0.0,85954.93,,0
42.16,8873.74,18549.07,-596712.09,429.79,74.86209106445312,1.0,62000.03,32137.03,298.53,1663444.38,0.0,0.0,85954.93,,0
42.3,8933.19,18682.82,-596684.01,431.47,74.816650390625,1.0,61909.12,32011.38,298.58,1663697.0,0.0,0.0,85954.93,,0
42.46,9001.39,18837.15,-596652.18,433.42,74.76568603515625,1.0,61829.57,31901.43,298.62,1663916.25,0.0,0.0,85954.93,,0
42.59,9052.72,18953.86,-596628.43,434.89,74.705322265625,1.0,61761.39,31807.02,298.65,1664103.12,0.0,0.0,85954.93,,0
42.72,9104.22,19071.28,-596604.53,436.36,74.61767578125,1.0,61693.21,31712.26,298.69,1664288.62,0.0,0.0,85954.93,,0
42.84,9164.51,19209.02,-596576.33,438.09,74.49249267578125,1.0,61613.66,31600.96,298.72,1664503.88,0.0,0.0,85954.93,,0
42.97,9216.36,19327.63,-596551.79,439.58,74.3621826171875,1.0,61545.48,31504.67,298.76,1664687.25,0.0,0.0,85954.93,,0
43.1,9277.06,19466.53,-596522.59,441.32,74.19244384765625,1.0,61465.93,31391.07,298.8,1664899.75,0.0,0.0,85954.93,,0
43.23,9329.26,19585.96,-596497.0,442.81,74.0408935546875,1.0,61397.75,31292.55,298.83,1665080.62,0.0,0.0,85954.93,,0
43.34,9381.63,19705.74,-596470.86,444.3,73.892333984375,1.0,61329.56,31192.95,298.86,1665260.38,0.0,0.0,85954.93,,0
43.47,9434.16,19825.9,-596444.21,445.8,73.7335205078125,1.0,61215.93,31024.88,298.91,1665557.62,0.0,0.0,85954.93,,0
43.8,9557.35,20108.14,-596380.35,449.3,73.50296020507812,1.0,61102.29,30854.96,298.97,1665851.62,0.0,0.0,85954.93,,0
43.91,9628.14,20271.08,-596343.29,451.32,73.4166259765625,1.0,61011.38,30718.45,299.01,1666084.75,0.0,0.0,85954.93,,0
44.03,9681.43,20394.31,-596315.61,452.85,73.3582763671875,1.0,60943.2,30615.96,299.04,1666258.25,0.0,0.0,85954.93,,0
44.14,9725.96,20497.66,-596292.61,454.13,73.2967529296875,1.0,60886.38,30530.43,299.06,1666402.0,0.0,0.0,85954.93,,0
44.25,9770.61,20601.54,-596269.57,455.41,73.21685791015625,1.0,60829.55,30444.67,299.09,1666545.0,0.0,0.0,85954.93,,0
44.36,9824.33,20726.78,-596241.66,456.95,73.09487915039062,1.0,60761.38,30341.3,299.12,1666715.62,0.0,0.0,85954.93,,0
44.46,9878.23,20852.54,-596213.27,458.5,72.94998168945312,1.0,60693.19,30237.27,299.15,1666885.0,0.0,0.0,85954.93,,0
44.58,9923.27,20957.66,-596189.17,459.8,72.81912231445312,1.0,60636.37,30149.95,299.18,1667025.38,0.0,0.0,85954.93,,0
44.68,9977.47,21084.14,-596159.65,461.35,72.65911865234375,1.0,60568.19,30044.36,299.21,1667192.88,0.0,0.0,85954.93,,0
44.8,10031.84,21210.99,-596129.47,462.91,72.50643920898438,1.0,60500.0,29937.91,299.24,1667359.25,0.0,0.0,85954.93,,0
44.92,10077.27,21317.03,-596103.85,464.21,72.39346313476562,1.0,60443.19,29848.65,299.26,1667497.0,0.0,0.0,85954.93,,0
45.02,10122.82,21423.44,-596077.9,465.51,72.29736328125,1.0,60386.37,29759.0,299.29,1667634.12,0.0,0.0,85954.93,,0
45.13,10177.63,21551.76,-596046.45,467.09,72.20364379882812,1.0,60318.18,29651.11,299.32,1667797.62,0.0,0.0,85954.93,,0
45.25,10232.6,21680.87,-596014.79,468.67,72.1302490234375,1.0,60250.0,29543.06,299.34,1667960.0,0.0,0.0,85954.93,,0
45.36,10287.75,21810.9,-595983.02,470.26,72.07177734375,1.0,60181.82,29435.03,299.37,1668121.25,0.0,0.0,85954.93,,0
45.48,10333.83,21920.0,-595956.53,471.59,72.02728271484375,1.0,60125.0,29345.05,299.4,1668254.75,0.0,0.0,85954.93,,0
45.58,10389.29,22051.86,-595924.79,473.2,71.96871948242188,1.0,60056.82,29237.13,299.43,1668414.12,0.0,0.0,85954.93,,0
45.7,10444.92,22184.68,-595893.16,474.82,71.88800048828125,1.0,59988.63,29129.07,299.45,1668572.38,0.0,0.0,85954.93,,0
45.82,10491.41,22295.98,-595866.69,476.17,71.7900390625,1.0,59931.82,29038.76,299.48,1668703.5,0.0,0.0,85954.93,,0
45.93,10547.35,22430.11,-595834.54,477.8,71.63824462890625,1.0,59863.63,28929.87,299.51,1668859.88,0.0,0.0,85954.93,,0
46.04,10594.1,22542.23,-595807.22,479.16,71.490234375,1.0,59806.81,28838.54,299.53,1668989.25,0.0,0.0,85954.93,,0
46.15,10650.37,22677.07,-595773.66,480.8,71.29937744140625,1.0,59738.63,28728.11,299.56,1669143.62,0.0,0.0,85954.93,,0
46.26,10706.8,22812.19,-595739.15,482.44,71.1107177734375,1.0,59670.45,28616.74,299.58,1669297.0,0.0,0.0,85954.93,,0
46.38,10753.96,22925.01,-595709.72,483.8,70.96902465820312,1.0,59613.63,28523.25,299.61,1669424.12,0.0,0.0,85954.93,,0
46.48,10810.71,23060.82,-595673.74,485.45,70.82861328125,1.0,59545.45,28410.42,299.63,1669575.5,0.0,0.0,85954.93,,0
46.6,10858.14,23174.47,-595643.36,486.82,70.73892211914062,1.0,59488.63,28316.08,299.66,1669700.88,0.0,0.0,85954.93,,0
46.7,10905.68,23288.71,-595612.77,488.21,70.673095703125,1.0,59431.81,28221.63,299.68,1669825.5,0.0,0.0,85954.93,,0
46.8,10953.34,23403.65,-595582.09,489.59,70.62646484375,1.0,59374.99,28127.22,299.7,1669949.5,0.0,0.0,85954.93,,0
46.91,11010.69,23542.62,-595545.31,491.27,70.58584594726562,1.0,59306.8,28014.12,299.73,1670097.25,0.0,0.0,85954.93,,0
47.02,11068.23,23682.83,-595508.73,492.96,70.54443359375,1.0,59238.62,27901.22,299.75,1670244.0,0.0,0.0,85954.93,,0
47.14,11116.3,23800.55,-595478.34,494.38,70.47802734375,1.0,59170.44,27788.41,299.78,1670389.75,0.0,0.0,85954.93,,0
47.26,11183.82,23966.53,-595435.69,496.37,70.37661743164062,1.0,59102.26,27675.46,299.81,1670534.38,0.0,0.0,85954.93,,0
47.38,11241.89,24109.67,-595398.74,498.09,70.2374267578125,1.0,59034.07,27562.19,299.83,1670678.0,0.0,0.0,85954.93,,0
47.49,11290.41,24229.42,-595367.47,499.53,70.09555053710938,1.0,58977.26,27467.39,299.85,1670796.88,0.0,0.0,85954.93,,0
47.6,11329.32,24325.45,-595342.04,500.68,69.96969604492188,1.0,58931.8,27391.22,299.87,1670891.62,0.0,0.0,85954.93,,0
47.72,11397.61,24493.87,-595296.47,502.7,69.70547485351562,1.0,58840.89,27237.88,299.9,1671079.38,0.0,0.0,85954.93,,0
47.84,11456.33,24638.55,-595256.22,504.43,69.5499267578125,1.0,58784.07,27141.36,299.93,1671195.88,0.0,0.0,85954.93,,0
47.94,11515.24,24783.66,-595215.09,506.17,69.39266967773438,1.0,58715.89,27024.98,299.95,1671334.62,0.0,0.0,85954.93,,0
48.06,11564.46,24905.06,-595180.3,507.62,69.28799438476562,1.0,58659.07,26927.67,299.97,1671449.62,0.0,0.0,85954.93,,0
48.16,11613.8,25027.04,-595145.2,509.08,69.20758056640625,1.0,58602.25,26830.23,299.99,1671563.75,0.0,0.0,85954.93,,0
48.27,11673.18,25174.34,-595102.84,510.84,69.13949584960938,1.0,58534.07,26713.31,300.02,1671699.75,0.0,0.0,85954.93,,0
48.38,11722.81,25297.99,-595067.47,512.32,69.09185791015625,1.0,58465.88,26596.54,300.04,1671834.88,0.0,0.0,85954.93,,0
48.51,11792.49,25472.59,-595017.96,514.4,69.0526123046875,1.0,58397.7,26479.99,300.06,1671968.75,0.0,0.0,85954.93,,0
48.63,11852.42,25623.66,-594975.62,516.2,69.006591796875,1.0,58329.52,26363.63,300.09,1672101.88,0.0,0.0,85954.93,,0
48.74,11902.5,25750.51,-594940.35,517.71,68.95135498046875,1.0,58272.7,26266.7,300.11,1672211.88,0.0,0.0,85954.93,,0
48.85,11952.71,25878.12,-594904.99,519.22,68.85494995117188,1.0,58204.52,26150.31,300.13,1672343.0,0.0,0.0,85954.93,,0
48.97,12023.22,26057.87,-594855.05,521.35,68.72109985351562,1.0,58136.33,26033.63,300.15,1672473.12,0.0,0.0,85954.93,,0
49.08,12073.75,26186.87,-594818.83,522.88,68.58425903320312,1.0,58079.52,25936.08,300.17,1672580.88,0.0,0.0,85954.93,,0
49.19,12124.4,26316.27,-594782.04,524.41,68.43173217773438,1.0,58022.7,25838.13,300.19,1672688.0,0.0,0.0,85954.93,,0
49.29,12185.36,26472.02,-594737.12,526.25,68.23422241210938,1.0,57954.52,25719.98,300.22,1672815.62,0.0,0.0,85954.93,,0
49.4,12246.5,26628.15,-594691.14,528.1,68.0244140625,1.0,57886.33,25601.12,300.24,1672942.0,0.0,0.0,85954.93,,0
49.52,12297.6,26758.51,-594651.96,529.64,67.85546875,1.0,57829.51,25501.52,300.26,1673046.75,0.0,0.0,85954.93,,0
49.62,12359.09,26915.29,-594603.92,531.49,67.67608642578125,1.0,57761.33,25381.42,300.28,1673171.62,0.0,0.0,85954.93,,0
49.73,12410.47,27046.36,-594563.18,533.04,67.55319213867188,1.0,57704.51,25280.96,300.3,1673274.62,0.0,0.0,85954.93,,0
49.84,12461.98,27177.95,-594521.99,534.59,67.45892333984375,1.0,57647.69,25180.3,300.32,1673377.12,0.0,0.0,85954.93,,0
49.94,12523.97,27336.8,-594472.19,536.47,67.380615234375,1.0,57579.51,25059.42,300.34,1673499.38,0.0,0.0,85954.93,,0
50.06,12575.77,27470.09,-594430.56,538.04,67.33706665039062,1.0,57522.69,24958.72,300.36,1673600.25,0.0,0.0,85954.93,,0
50.16,12638.1,27631.29,-594380.6,539.93,67.30029296875,1.0,57454.51,24838.03,300.38,1673720.5,0.0,0.0,85954.93,,0
50.28,12690.19,27766.71,-594339.02,541.52,67.27127075195312,1.0,57397.69,24737.57,300.4,1673820.0,0.0,0.0,85954.93,,0
50.38,12752.87,27930.53,-594289.26,543.44,67.22357177734375,1.0,57329.5,24617.1,300.42,1673938.5,0.0,0.0,85954.93,,0
50.5,12805.26,28068.07,-594247.92,545.05,67.158935546875,1.0,57272.68,24516.65,300.43,1674036.5,0.0,0.0,85954.93,,0
50.6,12857.77,28206.37,-594206.46,546.66,67.05581665039062,1.0,57215.87,24416.04,300.45,1674133.88,0.0,0.0,85954.93,,0
50.71,12920.98,28373.06,-594156.1,548.6,66.88345336914062,1.0,57147.68,24294.94,300.47,1674249.75,0.0,0.0,85954.93,,0
50.84,12984.38,28540.27,-594104.68,550.55,66.67327880859375,1.0,57079.5,24173.31,300.49,1674364.62,0.0,0.0,85954.93,,0
50.97,13058.59,28735.73,-594043.02,552.82,66.40420532226562,1.0,56999.95,24030.58,300.52,1674497.62,0.0,0.0,85954.93,,0
51.1,13122.41,28903.49,-593988.64,554.78,66.17791748046875,1.0,56931.77,23907.45,300.54,1674610.38,0.0,0.0,85954.93,,0
51.2,13186.42,29071.51,-593932.93,556.73,65.97796630859375,1.0,56863.59,23783.65,300.56,1674722.38,0.0,0.0,85954.93,,0
51.34,13250.62,29239.98,-593876.14,558.69,65.8173828125,1.0,56795.41,23659.33,300.58,1674833.38,0.0,0.0,85954.93,,0
51.45,13315.02,29409.21,-593818.6,560.66,65.70193481445312,1.0,56727.22,23534.67,300.6,1674943.25,0.0,0.0,85954.93,,0
51.57,13379.61,29579.5,-593760.67,562.64,65.62631225585938,1.0,56659.04,23409.88,300.62,1675052.38,0.0,0.0,85954.93,,0
51.7,13444.4,29751.11,-593702.63,564.63,65.57717895507812,1.0,56590.86,23285.08,300.64,1675160.62,0.0,0.0,85954.93,,0
51.83,13520.22,29953.15,-593634.99,566.96,65.52999877929688,1.0,56511.31,23139.46,300.66,1675285.38,0.0,0.0,85954.93,,0
51.95,13574.55,30098.68,-593586.76,568.64,65.48675537109375,1.0,56454.49,23035.37,300.68,1675374.0,0.0,0.0,85954.93,,0
52.06,13639.93,30274.54,-593528.91,570.66,65.40701293945312,1.0,56386.31,22910.29,300.69,1675479.38,0.0,0.0,85954.93,,0
52.17,13705.5,30451.51,-593470.74,572.69,65.28436279296875,1.0,56318.12,22784.9,300.71,1675584.0,0.0,0.0,85954.93,,0
52.28,13760.3,30599.64,-593421.76,574.39,65.1502685546875,1.0,56261.31,22680.09,300.73,1675670.25,0.0,0.0,85954.93,,0
52.39,13826.25,30777.94,-593362.09,576.43,64.95721435546875,1.0,56193.12,22553.84,300.75,1675773.12,0.0,0.0,85954.93,,0
52.5,13881.35,30926.84,-593311.41,578.13,64.77798461914062,1.0,56136.3,22448.19,300.76,1675858.25,0.0,0.0,85954.93,,0
52.6,13936.59,31075.92,-593259.74,579.84,64.55859375,1.0,56068.12,22320.81,300.78,1675959.5,0.0,0.0,85954.93,,0
52.72,14014.17,31284.91,-593185.74,582.23,64.35333251953125,1.0,55999.94,22192.82,300.8,1676059.75,0.0,0.0,85954.93,,0
52.83,14069.74,31434.47,-593131.78,583.95,64.18099975585938,1.0,55931.75,22064.28,300.82,1676159.25,0.0,0.0,85954.93,,0
52.96,14147.77,31644.57,-593055.14,586.35,64.05120849609375,1.0,55863.57,21935.36,300.83,1676257.62,0.0,0.0,85954.93,,0
53.08,14214.87,31825.68,-592988.82,588.42,63.960845947265625,1.0,55795.39,21806.24,300.85,1676355.25,0.0,0.0,85954.93,,0
53.2,14270.94,31977.55,-592933.36,590.15,63.90838623046875,1.0,55738.57,21698.58,300.87,1676435.88,0.0,0.0,85954.93,,0
53.3,14338.4,32161.05,-592866.75,592.23,63.859130859375,1.0,55670.39,21569.38,300.88,1676531.88,0.0,0.0,85954.93,,0
53.41,14406.06,32345.99,-592800.16,594.33,63.807464599609375,1.0,55602.21,21440.18,300.9,1676626.88,0.0,0.0,85954.93,,0
53.54,14473.93,32532.31,-592733.52,596.43,63.737457275390625,1.0,55534.02,21310.94,300.92,1676721.0,0.0,0.0,85954.93,,0
53.66,14530.64,32688.52,-592677.84,598.19,63.65533447265625,1.0,55477.2,21203.15,300.93,1676798.75,0.0,0.0,85954.93,,0
53.77,14598.87,32876.9,-592610.59,600.31,63.5205078125,1.0,55409.02,21073.61,300.95,1676891.25,0.0,0.0,85954.93,,0
53.88,14667.32,33066.05,-592542.51,602.44,63.3468017578125,1.0,55340.84,20943.8,300.96,1676982.88,0.0,0.0,85954.93,,0
54.0,14735.96,33255.7,-592473.25,604.57,63.144317626953125,1.0,55272.66,20813.63,300.98,1677073.5,0.0,0.0,85954.93,,0
54.11,14793.32,33414.01,-592414.49,606.34,62.964935302734375,1.0,55215.84,20704.87,300.99,1677148.5,0.0,0.0,85954.93,,0
54.22,14850.82,33572.52,-592354.76,608.12,62.785858154296875,1.0,55159.02,20595.82,301.01,1677222.75,0.0,0.0,85954.93,,0
54.32,14920.0,33763.09,-592281.97,610.26,62.57977294921875,1.0,55090.84,20464.63,301.02,1677311.0,0.0,0.0,85954.93,,0
54.43,14977.81,33922.18,-592220.33,612.05,62.4150390625,1.0,55034.02,20355.04,301.04,1677384.0,0.0,0.0,85954.93,,0
54.55,15047.36,34113.5,-592145.23,614.19,62.2391357421875,1.0,54965.83,20223.3,301.05,1677470.62,0.0,0.0,85954.93,,0
54.67,15117.12,34305.43,-592069.03,616.34,62.0968017578125,1.0,54897.65,20091.39,301.07,1677556.62,0.0,0.0,85954.93,,0
54.78,15187.07,34498.25,-591992.07,618.5,61.988800048828125,1.0,54829.47,19959.44,301.08,1677641.38,0.0,0.0,85954.93,,0
54.9,15245.52,34659.84,-591927.59,620.3,61.92022705078125,1.0,54772.65,19849.53,301.09,1677711.62,0.0,0.0,85954.93,,0
55.0,15315.84,34854.98,-591850.0,622.48,61.851806640625,1.0,54704.46,19717.76,301.11,1677795.0,0.0,0.0,85954.93,,0
55.12,15386.36,35051.54,-591772.23,624.66,61.78338623046875,1.0,54636.28,19586.13,301.12,1677877.38,0.0,0.0,85954.93,,0
55.23,15445.28,35216.42,-591707.28,626.48,61.716552734375,1.0,54579.46,19476.53,301.14,1677945.5,0.0,0.0,85954.93,,0
55.34,15504.35,35382.19,-591642.12,628.32,61.63250732421875,1.0,54522.64,19366.97,301.15,1678012.88,0.0,0.0,85954.93,,0
55.44,15575.42,35582.13,-591563.44,630.52,61.500946044921875,1.0,54454.46,19235.53,301.16,1678093.12,0.0,0.0,85954.93,,0
55.56,15634.8,35749.42,-591497.2,632.37,61.365631103515625,1.0,54397.64,19125.95,301.17,1678159.38,0.0,0.0,85954.93,,0
55.66,15706.25,35950.79,-591416.72,634.58,61.180084228515625,1.0,54329.46,18994.37,301.19,1678237.88,0.0,0.0,85954.93,,0
55.78,15777.9,36152.75,-591335.13,636.8,60.97265625,1.0,54261.28,18862.63,301.2,1678315.75,0.0,0.0,85954.93,,0
55.89,15837.77,36321.36,-591266.08,638.66,60.782470703125,1.0,54204.46,18752.7,301.21,1678380.0,0.0,0.0,85954.93,,0
55.99,15897.77,36490.13,-591195.9,640.51,60.587677001953125,1.0,54147.64,18642.64,301.23,1678443.62,0.0,0.0,85954.93,,0
56.1,15969.97,36692.78,-591110.06,642.74,60.3642578125,1.0,54079.46,18510.37,301.24,1678519.25,0.0,0.0,85954.93,,0
56.22,16042.37,36895.67,-591022.54,644.98,60.17071533203125,1.0,54011.27,18377.95,301.25,1678593.88,0.0,0.0,85954.93,,0
56.33,16102.85,37065.14,-590948.58,646.84,60.043548583984375,1.0,53954.45,18263.36,301.26,1678655.75,0.0,0.0,85954.93,,0
56.44,16175.62,37269.35,-590859.02,649.09,59.932708740234375,1.0,53886.27,18123.64,301.28,1678729.0,0.0,0.0,85954.93,,0
56.56,16248.58,37474.86,-590768.92,651.34,59.8583984375,1.0,53818.09,17984.39,301.29,1678801.5,0.0,0.0,85954.93,,0
56.67,16309.54,37647.31,-590693.67,653.23,59.815093994140625,1.0,53761.27,17868.76,301.3,1678861.38,0.0,0.0,85954.93,,0
56.78,16382.88,37855.82,-590603.34,655.5,59.768768310546875,1.0,53693.09,17730.51,301.31,1678932.5,0.0,0.0,85954.93,,0
56.9,16456.43,38066.04,-590512.99,657.79,59.70697021484375,1.0,53624.91,17592.75,301.33,1679002.75,0.0,0.0,85954.93,,0
57.02,16517.88,38242.4,-590437.54,659.7,59.631439208984375,1.0,53568.09,17478.29,301.34,1679060.75,0.0,0.0,85954.93,,0
57.12,16579.47,38419.67,-590361.75,661.62,59.502838134765625,1.0,53499.9,17341.25,301.35,1679129.75,0.0,0.0,85954.93,,0
57.23,16665.94,38668.99,-590254.59,664.31,59.3289794921875,1.0,53431.72,17204.48,301.36,1679197.88,0.0,0.0,85954.93,,0
57.36,16740.28,38883.39,-590161.26,666.62,59.118133544921875,1.0,53363.54,17067.89,301.37,1679265.25,0.0,0.0,85954.93,,0
57.47,16802.39,39062.33,-590082.22,668.55,58.9249267578125,1.0,53306.72,16954.17,301.38,1679321.0,0.0,0.0,85954.93,,0
57.58,16877.12,39277.3,-589985.74,670.88,58.686279296875,1.0,53238.54,16817.82,301.4,1679387.12,0.0,0.0,85954.93,,0
57.69,16939.54,39456.69,-589904.12,672.81,58.4892578125,1.0,53181.71,16704.29,301.41,1679441.75,0.0,0.0,85954.93,,0
57.8,17014.64,39672.18,-589804.57,675.14,58.257232666015625,1.0,53113.53,16568.21,301.42,1679506.5,0.0,0.0,85954.93,,0
57.92,17077.38,39851.94,-589720.22,677.08,58.080535888671875,1.0,53056.71,16454.98,301.43,1679560.0,0.0,0.0,85954.93,,0
58.02,17152.85,40068.04,-589617.52,679.42,57.9046630859375,1.0,52988.53,16319.36,301.44,1679623.5,0.0,0.0,85954.93,,0
58.13,17215.9,40248.7,-589530.95,681.37,57.79119873046875,1.0,52931.71,16206.63,301.45,1679675.88,0.0,0.0,85954.93,,0
58.24,17291.75,40466.55,-589426.3,683.72,57.693359375,1.0,52863.53,16071.83,301.46,1679738.0,0.0,0.0,85954.93,,0
58.35,17355.11,40649.24,-589338.7,685.68,57.63629150390625,1.0,52806.71,15959.95,301.47,1679789.25,0.0,0.0,85954.93,,0
58.45,17431.33,40870.06,-589233.35,688.05,57.5828857421875,1.0,52738.53,15826.27,301.48,1679850.0,0.0,0.0,85954.93,,0
58.58,17482.25,41018.29,-589163.05,689.64,57.537445068359375,1.0,52658.98,15671.15,301.49,1679920.12,0.0,0.0,85954.93,,0
58.77,17597.18,41354.65,-589004.57,693.22,57.4327392578125,1.0,52590.8,15538.85,301.5,1679979.38,0.0,0.0,85954.93,,0
58.88,17674.05,41580.82,-588898.43,695.62,57.309326171875,1.0,52522.61,15407.14,301.51,1680038.12,0.0,0.0,85954.93,,0
59.0,17776.88,41884.04,-588755.38,698.84,57.068084716796875,1.0,52431.7,15232.3,301.53,1680115.12,0.0,0.0,85954.93,,0
59.12,17854.25,42112.18,-588646.3,701.25,56.83795166015625,1.0,52363.52,15101.73,301.54,1680172.12,0.0,0.0,85954.93,,0
59.24,17931.83,42340.62,-588535.33,703.67,56.58001708984375,1.0,52295.34,14971.58,301.55,1680228.38,0.0,0.0,85954.93,,0
59.36,17996.63,42531.04,-588441.21,705.69,56.353668212890625,1.0,52238.52,14863.43,301.55,1680274.75,0.0,0.0,85954.93,,0
59.46,18074.59,42759.47,-588326.12,708.12,56.0875244140625,1.0,52170.34,14734.04,301.56,1680329.75,0.0,0.0,85954.93,,0
59.57,18139.71,42949.74,-588228.4,710.14,55.8504638671875,1.0,52102.16,14605.08,301.57,1680384.12,0.0,0.0,85954.93,,0
59.69,18218.04,43178.24,-588109.26,712.57,55.691192626953125,1.0,52045.34,14498.02,301.58,1680428.75,0.0,0.0,85954.93,,0
59.8,18296.57,43407.46,-587988.65,715.01,55.5531005859375,1.0,51977.15,14370.13,301.59,1680481.88,0.0,0.0,85954.93,,0
59.91,18375.3,43637.98,-587867.11,717.45,55.46624755859375,1.0,51908.97,14242.98,301.6,1680534.25,0.0,0.0,85954.93,,0
60.04,18454.24,43870.28,-587745.15,719.91,55.4169921875,1.0,51840.79,14116.68,301.61,1680586.0,0.0,0.0,85954.93,,0
60.15,18520.18,44065.47,-587643.47,721.97,55.388946533203125,1.0,51783.97,14012.09,301.62,1680628.62,0.0,0.0,85954.93,,0
60.26,18599.5,44301.69,-587521.52,724.45,55.347015380859375,1.0,51715.79,13887.39,301.63,1680679.0,0.0,0.0,85954.93,,0
60.37,18665.76,44500.09,-587419.83,726.53,55.271209716796875,1.0,51647.6,13763.51,301.64,1680728.88,0.0,0.0,85954.93,,0
60.5,18745.46,44739.69,-587297.35,729.02,55.145660400390625,1.0,51579.42,13640.39,301.64,1680778.12,0.0,0.0,85954.93,,0
60.62,18825.37,44980.52,-587173.85,731.53,54.966339111328125,1.0,51511.24,13517.98,301.65,1680826.62,0.0,0.0,85954.93,,0
60.74,18918.87,45262.41,-587027.7,734.46,54.73828125,1.0,51443.05,13396.22,301.66,1680874.5,0.0,0.0,85954.93,,0
60.85,18985.83,45464.03,-586921.56,736.56,54.521240234375,1.0,51386.23,13295.24,301.67,1680913.88,0.0,0.0,85954.93,,0
60.96,19066.38,45705.98,-586791.96,739.08,54.24493408203125,1.0,51318.05,13174.59,301.68,1680960.5,0.0,0.0,85954.93,,0
61.07,19147.13,45947.75,-586659.73,741.61,53.972747802734375,1.0,51249.87,13054.52,301.69,1681006.62,0.0,0.0,85954.93,,0
61.2,19228.08,46189.37,-586524.91,744.14,53.731353759765625,1.0,51181.69,12935.04,301.69,1681052.25,0.0,0.0,85954.93,,0
61.32,19309.24,46431.22,-586387.92,746.67,53.54229736328125,1.0,51113.5,12816.22,301.7,1681097.0,0.0,0.0,85954.93,,0
61.43,19377.03,46633.38,-586272.56,748.78,53.42877197265625,1.0,51056.68,12717.77,301.71,1681134.0,0.0,0.0,85954.93,,0
61.54,19458.57,46877.38,-586133.33,751.33,53.339141845703125,1.0,50988.5,12600.39,301.72,1681177.62,0.0,0.0,85954.93,,0
61.66,19540.3,47123.53,-585993.95,753.89,53.27496337890625,1.0,50920.32,12483.91,301.72,1681220.75,0.0,0.0,85954.93,,0
